text;atc_codes;meddra_codes;class
ES et protocole d entree Bonjour Flonflon Je viens te voir ce matin car Karine m'a signalé que tu avais aussi des pbs de compulsion alimentaire En principe elles devraient aussi se régler par le Baclo puisque nous sommes aussi un certain nombre à prendre le traitement pour cela Les deux addictions sont cousines on va dire Alors continue tranquille ton traitement pour l'alcool et sache que ton deuxième problème va se régler de même Ce que tu fais c'est de la boulimie sans vomissement Tu bouffe sans faim c'est ça Cela revient peut être parce que la baclo a eu un premier effet sur l'alcool alors tu déplaces sur la bouffe Dans tous les cas tu nous en diras un peu plus la bonne nouvelle c'est que cela va se résorber aussi Bonne journée ;;;oui
 Boulimique depuis plus de 7 ans j'ai vu médecin psy hypnothérapeute ça n'a rien donné J'ai alors parcouru des forums pour essayer de trouver d'autres solutions et je suis tombée sur celui du baclofène com A la base c'est un forum pour les alcooliques mais il y a aussi des fils de discussion sur les TCA J'ai donc lu ces fils et là ça m'a redonné de l'espoir Les filles inscrites m'ont fait découvrir un médicament pour soigner la boulimie et l'hyperphagie C'est le baclofène J'ai commencé le traitement il y environs 2 mois 1 2 et ça fait 2 semaines que je revis Je n'ai plus de crises Je n'ai plus de pulsions et même plus l'envie de manger de gâteaux de chocolat La boulimie n'est pas un problème psychologique ou une question de volonté c'est une maladie et il y a un traitement ;10020710 10040658 10006550 10016736;;oui
J'ai un gros soucis avec l'alcool Baclofène  à l'hosto on m'a donné du Baclo mais pour stimuler l'appétit je ne crois pas un seul instant que cela règle le problème alcool la thérapie les soins la volonté la prise de conscience ça oui mais pas le baclofène ;;;oui
Je veux vivre Coucou Mister Vince et bonsoir ceux qui me lisent Bienvenue sur mon fil Tu pourras constater une belle progression avec le baclofène et surtout de belles désillusions quant à ma vie personnelle Et oui malheureusement ça y est mon mari m'a signifié que nous allions nous séparer je l'ai trop humilié durant toutes mes années d'alcoolisme et progressivement ses sentiments se sont éteins Effectivement je lui ai demandé d'écrire ce qu'il avait subi et il l'a fait J'ai trouvé les écrits il ne le sait pas et quand j'ai lu j'ai compris qu'effectivement je lui en ai vraiment fait voir de toutes les couleurs et j'ai honte mais c'est trop tard Je suis désormais indifférente à l'alcool mais j'ai encore des pulsions alimentaires C'est pourquoi j'augmente progressivement le baclofène en essayant de cibler les heures de pulsion Celles que j'arrivais le moins à gérer c'était celle de 3 heures du matin et bien avec le baclofène 1 2 imovane et 15mg de théralène cela fait 3 nuits que je ne me suis pas précipitée sut le chocolat A voir dans le temps Je pense aussi que grâce à mon livre voir fil plus haut j'ai compris pourquoi je me détruisais à petit feu donc j'arrive mieux à dire non Mais même si je parviens à me guérir la victoire amère car j'aurai causé beaucoup de dégâts Voilà le baclofène est arrivé trop tard dans ma vie d'alcoolique ;10001639;N05CF01;oui
Post de nos repas conseils  Bonne nuit plutôt ^^Je me présente je m'appelle Marie j'ai 20 ans je suis étudiante en L2 de lettres classiques à Paris J'ai une période d'anorexie d'un an en 2012 puis de BV j'ai été guérie de la BV grâce au baclofène je ne veux pas lancer de débat là dessus Mais depuis deux mois je replonge j'ai perdu 7 kg je ne suis plus qu'à un kilo au dessus de l'IMC mini et je ne veux surtout pas redescendre plus Pour l'instant je remange de tout mais très peu de plaisir Je vais vous poster mes repas mais si ça ne va pas n'hésitez pas à me dire et j'éditerai MercrediMatin 1 pain individuel 50g confiture1 pêche1 yaourt 0 c'est le mal promis dès que je n'en ai plus j'arrête 10h clinutren crème HPHC vanilleMidi gratin de courgettes et riz avec crème et philadelphia maison peut-être 200g 1 steak haché 5 1 yaourt 2 tranches de melon16h clinutren crème HPHCSoir avec des amis chez moi 1 2 avocat avec thon à la tomate 1 tomate vinaigre balsamique tagliatelles fraiches je dirais 150g aiguillettes de poulet avec crème curry poivrons oignons melonJeudi 30g de graines de chia lait de soja 1 pêche 1 yaourt10h clinutren crème HPHCMidi gratin de courgettes 200g filet de colin 150g yaourt 1 2 melon16hclinutren crème HPHCSoir riz 100g steak haché 5 haricots verts 150g yaourt-1 2 mangueDans la soirée 500g de fraises 2 carrés de chocolat fleur de selVoilà tous les avis positifs négatifs sont attendus ;10000424 10002646;;oui
Contractions dans le cuir chevelu Bonjour Depuis plusieurs jours je ressens des contractions secousses très rapprochées sous le cuir chevelu à l'arrière droite du crane qui sont incontrolables et très énervantes Je viens de terminer une cure d'un mois de magnésium suite à des tremblements de paupière qui se sont arrêtés Mon médecin m'a prescrit une analyse de sang qui ne révèle pas grand chose à part un léger excès de chlore 108 au lieu de 98 à 107 Je prends un myolastan le soir pour dormir et bois de l'eau d'hepar dans la journée mais pas de changement au niveau des secousses J'ai appelé un osthéopathe qui m'a suggéré un problème au niveau de la 1ère cervicale Avez-vous déjà eu ce genre de problème et si oui comment l'avez vous résolu Merci d'avance pour vos réponses Je craque ;10040527 10045198;M03BX07;oui
 Je prends le baclo pour ma dépendance à moi la boulimie Donc je connais bien les ES effets secondaires Cette fatigue on peut la vaincre Quand je devais conduire un peu longtemps je prenais un cp effervescent de taurine power vendu en pharmacie Ca te donne un petit coup de fouet et ça permet de lutter contre la fatigue Ou alors si j'avais 5 mn je faisais un pause 5mn c'est suffisant pour faire passer ce coup de barre Y des techniques pour lutter contre chaque ES l'ennui c'est que les medecins ne les connaissent pas bien Pour etre bien suivi en plus du suivi medical regulier il vaut mieux participer à l'un des 2 forum special baclo ou l'on trouve toutes les aides pratiques aide à la repartition du medic à la lutte contre les ES chacun partage son experience Donc ce n'est pas de l'endoctrinement c'est juste que j'ai experimenté une aide extraordinaire et que je n'aime pas voir des gens souffrir Mon amie quand je la vois revivre avec ses enfants rien ne peut etre plus beau que ça Il faut que les gens qui souffrent d'addiction sachent qu'une aide existe C'est la seule chose que je cherche Juste à les informer L'abstinence est une torture que ce soit pour l'alcool ou la bouffe PS la dose de ce medicament n'est pas forcement à vie Moi je suis redescendue à 40mg mon amie guerie depuis un an à 310mg est en descente aussi actuellement à 90mg n'a plus AUCUN effets secondaire depuis 8 mois et sa dose definitive personne ne le sait elle le verra quand elle y sera Ce ne sera pas pire que si elle avait du avoir un cancer à cause de l'alcool un accident en amenant bourrée ses enfants à l'ecole comme elle le faisait avant car elle buvait dès le matin Apres vous faites comme vous voulez Y a meme des gens qui n'ont aucun ES Agiter un epouvantail des ES qu'on pourrait avoir on se demande qui est endoctriné ;10006550 10007050 10016256;;oui
Surf with Satan kikou Manue le baclo je redescends petit à petit je suis à 30 et demain je passe à 20 juste pour voir si je respire mieux jai du mal à descendre mon baclo sinon ce matin jai fumé une clope au réveil la 1 ere de la semaine c était pour voir si le ph augmentait car après jaurai regretté déja que j aurai du fumer normalement pour pas fausser le boitier mais bon le pire c est que je suis en phase 5 jours jai des douleurs 5 jours jen ai moins et la j étais en mode moins pour la levure je connaissai pas du tout c est bien de s échanger des petites astuces j étais bouli anorex donc je peux tout comprendre tu sais sans le subu je serai toujours entrain de me goinfrer on se sent tellement mieux quand on a manger par contre ne vomis surtout pas ventre plein ya risque d éclatement du tube digestif c est arrrivé à je sais plus quel roi qui avait l habitude de faire des festins annuels il est mort net après avoir vomi il a eu une grande douleur dans l oesophage et on peut rien faire parait qu a l autopcie ils avaient retrouvé du canard dans la vésicule biliaire et le potassium qui chute j achetai du diffu k par moment mais c est dangereux il faudrait que tu élimines d abord ton anorexie car tu peux pas continuer ainsi en plus on te soutient et on est là et tu le sais allez je te laisse je te fais un gros bisous si j ai oublié quelque chose je corrigerai big kisssssssss;10011906 10043221 10047699 10002646;;oui
Petit questionnaire posologie Baclofène 1 RE-US-SI-TE 2 140 mg 3 8 semaines 4 50 mg à 12 h 50 mg à 16 30 30 mg à 20 h 5 tout le temps dernièrement avant le ttt baclo à partir de 18 h en temps normal 6 130 mg 7 F acouphènes somnolences déprime grosses pertes de mémoire avec manque de mots difficultés de compréhension anxiété peurs irraisonnées de tout conduire me lever incapacité à prendre des décisions incapacité de raisonner perte d'estime de soi désintérêt pour tout œdème J'ai souvent pensé ça y est je suis foutue J'y ai perdu mon boulot Maintenant tout s'est grandement atténué mes réveils ne sont plus invivables je retrouve une pensée cohérente mais j'ai eu très très peur 8 Fluoxétine Prozac 50 mg jour 9 Traitement pris pour boulimie hyperphagie Merci à vous tous qui faites vivre le forum merci à OA tout particulièrement merci à mon baclodoc merci à vous les filles TCA et que votre réussite suive la mienne vous le valez largement Marie;10013050 10030095 10006550 10020710 10043882;N06AB03;oui
 Bonjour à vous toutes Cette discussion c'est bien pour trouver une solution aux TCA moi j'ai trouvé la mienne La boulimie et l'hyperphagie sont des addictions comme l'alcoolisme et ils se soignent de la meme façon grace au baclofene Je vous invite à vous renseigner sur ce medicament sur baclofene com à y demander les coordonnées d'un medecins prescripteurs et à vous faire votre idée vous même sur cette solution Je suis guerie depuis 8 mois perdu 19 kilos apres 30 ans de boulimie et avoir atteint le poids de 105kg Vous pouvez lire mon experience sur mon blog http baclofeneboulimie blabla juste par curiositéMessage cité 1 fois;10006550;M03BX01;oui
Petits moyens infirmiers pour diminuer les ES Bonjour Phil Et encore merci de venir nous soutenir ici Tu as peut etre vu mon parcours ma ex souffrance vis à vis de la nourriture Ton dernier message m'a interpellée Je pense être maintenant au moins aussi calée en dietetique que les dieteticiens Tous les cas de figure y a des gros en mauvaise santé c'est une évidence Y a aussi des gros en bonne santé c'est mon cas aujourd hui 86kg pour 1 68 avec perte de poids 19kg tres douce grâce à une alimentation exemplaire depuis 9 mois merci baclo d'avoir supprimé mes pulsions et mes analyses sont parfaites Mais on sait tous que certaines personnes peuvent être minces et en mauvaise santé Donc essayer de prendre du poids en mangeant de la charcuterie et des sucreries n'est peut etre pas le plus judicieux pics glycemiques conservateurs glutamates mauvaises graisses Le plus judicieux serait en effet de rétablir une bonne hygiène alimentaire et d'augmenter les sucres lents comme tu le dis mais aussi les légumes secs les fruits secs noisettes figues un peu plus de beurre non cuit et d'huiles végétales si nos analyses nous le permettent tout ce qui sera nutritif sans laisser de résidus néfastes dans nos organismes donc bio si l'on peut Pour ceux qui sont interressés j'ai ouvert un fil L'alimentation santé http www baclofene com index php p topic t id 5169 Je le nourris progressivement Bisou à tous;10048061;;oui
Posez vos questions à un médecin prescripteur  Question de Melab du 22 Août 2013 Melab a écrit Bonjour Avec l'accord et le soutien d'un psychiatre très investit dans l'aventure Baclofène j'ai été traité durant 4 mois pour pour tenter de me débarrasser de mon addiction au cannabis Il était entendu dès le début que rien dans aucune étude ne pouvait laisser croire que le Baclo fonctionne sur ce type d'addiction mais nous avons essayé Malgré de très puissants effets secondaires j'ai réussi à augmenter progressivement bien sûr la dose jusqu'à 180 jour J'ai stoppé face à l'évidence de l'échec du blaco sur cette substance me concernant en tout cas Je suis une grand angoissée et sujette depuis de nombreuses années à des compulsions alimentaires nocturnes Le baclofène a été terriblement efficace sur ces dernières et ce dès 60mg jour Cette victoire a été noyé dans les torrents d'espoir et d'attente concernant le cannabis A peine en ai-je eu conscience Ah oui tiens je ne mange plus la nuit Aujourd'hui je multiplie les crises nocturnes mon estime de moi en prend un coup et je suis tentée par un nouveau traitement au baclofène cette fois à dessein de faire disparaitre ces compulsions nocturnes Ma question est volontairement naîve mais est-ce une bonne idée N'est-ce pas un traitement trop lourd pour un trouble certes très dérangeant mais qui ne met pas ma vie en danger crises systématiques mais quantités normales Je ne souhaite pas consulter de nouveau le psychiatre précédent comment puis-je trouver un médecin prescripteur Je précise que je suis également en analyse avec une psychologue clinicienne qui me convient bien D'avance merci pour votre réponse MélabVotre cas est intéressant Une question tout d'abord Avez-vous repris une consommation excessive de cannabis Je serais alors tenté de vous reproposer ce traitement pour plusieurs raisons 1 Les effets secondaires ont été certes envahissants mais n'oublions pas qu'Olivier Ameisen lui-même a du monter jusqu'à 270 mg et que nous avons l'habitude de donner des doses jusqu'à 500 mg par jour 2 Il arrive fréquemment qu'une seconde tentative soit fructueuse et à des dose moindres 3 En dehors de leur correction les troubles addictifs sont souvent sous-tendus par une anxiété chronique qui est elle même à l'origine de votre addiction Le baclofène peut ainsi vous aider à être moins anxieuse L'aviez vous ressenti lors de votre première cure 5 Dans cette seconde tentative vous pourriez prendre les choses moins à cœur corriger les TCA assez rapidement et n'augmenter ainsi vos doses que TRÈS lentement par exemple 10 mg un comprimé voire 5 mg un demi qu'une seule fois par semaine Vous pourriez proposer ce programme au médecin dont on va vous donner l'adresse et à qui vous pourriez montrer ma réponse Enfin l'analyse est un excellent complément sur lequel nous sommes en train d'engager des études Bonne continuation;10001125 10066549;;oui
depression graves troubles du sommeil Bonjour à toutes j'ai bien lu toutes vos conversations et je me suis reconnue assez souvent surtout le cas de Manon J'ai de graves insomnies depuis 5 ans mais qui se sont fortement aggravées depuis janvier J'ai essayé un tas de médicaments rien ne marche vraiment En ce moment j'enchaine les nuits blanches et les courtes nuits Mon sommeil est d'une qualité catastrophique Du coup j'ai le moral dans les chaussettes j'ai peur de ne jamais m'en sortir J'aimerais avoir un bébé plus que tout au monde mais ces insomnies me pourissent tellement la vie je suis tellement angoissée et épuisée que malheureusement j'ai du mal à m'imaginer m'occuper d'un enfant Surtout qu'un bébé c'est beaucoup d'angoisse beaucoup de réveils nocturnes Pensez vous que je puisse gérer tout ca malgré mes problèmes déjà existants Quelles solutions avez vous trouvé pour dormir ne serait que 5h Les somnifères ne fonctionnent pas sur moi je prends l'antidépresseur valdoxan qui ne fonctionne pas non plus Le théralène m'aidez parfois à dormir mais le lendemain je suis dans les vappes Merci d'avance pour vos conseils Message cité 1 fois;10000424 10047800 10002507;N06AX22;oui
Partie 4 La descente débutée le 1 er Février 2014 merci Sophie si tu as des questions poses les moi sur mon fil ok là je fais des crises de boulimie donc je remontes le baclo à 100mg bon courage pour ta soirée bisous Lilou;;;oui
 amthe a écrit Bonjour je viens de lire avec attention les discussions sur le sevrage du rivotril Je sors de 17 jours de clinique à plein temps où le psy m'a stoppé net la douteuse molécule J'ai vécu un enfer spasmes tremblements hallucinations j'en passe Je suis à la maison depuis quelques heures J'ai toujours des restes de ces troubles Plusieurs médocs pour pallier le manque prescription du psychiatre téralithe 250 myolastan atarax 100 largactil 100 valdoxan 25 x 2cp effexor 75 extraits de plantes fraîches 2c café Ceci en fonction de mes antécédents médicaux et de mon état Bon courage à tou s tes Mais que c'est DUR Rester ZEN ou tendre vers Tu prenais que du rivotril avant ton sevrage ;10041408 10040527 10019077;N05BB01 N06AX22 M03BX07 N05AA01 N03AE01 N06AX16;oui
 Les compulsions alimentaires sont une addiction Beaucoup de gens ont des soucis dans leur vie des manques affectifs ou du stress au boulot et ils ne mangent pas pour autant Le jour ou j'ai compris que c'etait bien comme une drogue que la nourriture agissait sur moi j'ai cherché sur internet et j'ai trouvé le baclofene qui soigne deja l'alcoolisme j'ai appellé un doc dont on m'avait donné les coordonnées sur un forum baclofene et j'ai commencé le traitement en avril 2012 Le 5 Juin j'etais guerie et aujourd hui enfin j'ai une relation normale à la nourriture Les emotions ne me font plus manger je les gère differement comme ma meilleure amie qui n'a pas cette dependance il y a des tas d'autres moyens de compenser quand on a un coup de blues Moi c'est la peinture ;10001639 10042209;M03BX01;oui
  Attention post ironique J'ai pris du Valdoxan non pas pour soigner une dépression mais des insomnies J'en ai consommé pendant plusieurs mois de juin 2011 à décembre 2011 en fait Alors premier bug il ne possède aucune propriété antidépressive Quand j'en prenais je broyais du noir en permanence me sentais de plus en plus triste Deuxième bug ce médoc ne faisait effet qu'une fois sur deux Parfois il m'aidait à dormir mais parfois je continuais à faire des nuits blanches Troisième bug diminution des capacités intellectuelles Résultat j'étais de plus en plus malheureux mais je ne parvenais pas à exprimer ce que je ressentais parce que mes capacités intellectuelles étaient amoindries Je ne réussissais plus à avoir un comportement normal mon comportement mes paroles mes gestes etc devenaient de plus en plus puérils Quatrième bug effets secondaires psychomoteurs Je devenais maladroit dans mes mouvements Je ne pouvais plus ni ranger ma chambre ni faire du sport ni faire la vaisselle Voilà ce qu'a été ma dépression soignée par le Valdoxan Message cité 1 fois;10012378;N06AX22;oui
Qui a des infos sur le VALDOXAN  je sais que la discussion date mais je relance moi je le prend ce fameux valdoxan depuis 5 semaines prescrit par ma psy surtout pour mes insomnies dont je ne vient pas à bout et aussi pour le stress et l'anxiéte aucuns effets secondaires c'est le point positif j'ai eu des meilleurs nuits je ne dormais que 3h avant et la 6 ou 7 mais beaucoup de réveils par contre niveau moral c'est vraiment pas top alors qu'avant ca aller et je pars carrément en déprime depuis quelques jours et je suis naz de chez naz la journée malgré des nuits meilleurs alors valdoxan je ne sais pas trop est-ce passager je ne sais pas je compte en parler à ma psy dés demain et peut etre en changer dommage c'est mon 1er AD j'étais déja pas trés chaude à l'idée d'en prendre j'aurais aimer que ce soit le seul sinon quel AD pourrais m'aider niveau sommeil et stress angoisses Message cité 1 fois ;10042209;N06AX22;oui
Posez vos questions à un médecin prescripteur  Question de zap du 31 Juil 2013zap a écrit Bonjour Docteur Bonjour madame ZAPMerci de votre investissement sur ce forum Merci de vos compliments Un de temps en temps motive toutes nos troupes Ma question concerne l'effet du Baclofène sur l'angoisse Avant de poser ma question j'ai lu les réponses faites à ce sujet mais je n'ai pas trouvé la réponse En bref J'étais sujette à des crises d'angoisse qui ont cédé grâce à la venlafaxine Cet AD m'a permis aussi de régler des problèmes de concentration que je trainais depuis des années et de réguler mes émotions Mais il n'a eu aucun impact sur une boulimie que je traine depuis 40 ans enfin ce n'est pas totalement exact car avec l'AD si je suis restée boulimique j'ai cependant cessé de vomir J'ai arrêté doucement l'AD et j'ai commencé le Baclofène pour guérir de la boulimie avec un médecin Au bout de 21 jours arrivée à 50mg j'ai commencé à avoir des difficultés à respirer la nuit dysnées Ca faisait longtemps que cela ne m'était pas arrivé J'ai aussi cette sensation de difficulté respiratoire dans la journée Et comme c'est angoissant j'ai baissé le baclofène 30mg Par ailleurs je me sens à fleur de peau prête à pleurer pour un rien En revanche avant j'avais tendance à grincer des dents et je ne le fais plus ca parait anecdotique mais en fait c'est pénible Ma question est la suivante l'effet du baclofène sur l'angoisse peut il varier en fonction de l'imprégnation des dosages renforcer l'angoisse puis la faire disparaitre Avez vous constaté des effets temporaires de cet ordre Est ce qu-il y a des effets différents selon la nature de l'angoisse Un des tout premiers effets du baclofène signalé par O Ameisen lui même et par nombre de patients par la suite est l'acquisition d'une certaine sérénité il rétablit un circuit générateur de mal être en général car défaillant Mais la médecine n'est pas une équation qui tombe toujours juste surtout si il s'y mêle la prescription ou l'arrêt d'autres psychotropes A D ou tranquillisants de type benzo Donc soyez patiente et ne brutalisez pas vos prescriptions en particulier le baclo en baissant aussi violemment on n'a rien sans rien n'oubliez donc pas votre objectif et ne soyez pas à l'affut du moindre dysfonctionnement de votre organisme Par avance merci Bien cordialement De même bonne continuationZap;10012791 10006550;N06AX16;oui
Chevilles cassées et fixateurs externes arthrose et algo  Tu as des vis broches dans la cheville Surveille bien les tiges du fix Dis au kiné que ça te fait vraiment mal il ira plus doucement Moi pour dormir je prenais du tetrazepam un décontractant qui a un effet sédatif au début mais je me réveillais la nuit Avec 2 fix obligée de dormir sur le dos sauf que j'ai toujours détesté dormir sur le dos Bref j'ai fini par me mettre sur le côté Hum Mais bon 3 mois sans dormir ça faisait long N'oublie pas de faire qq exercices pour ne pas perdre trop de muscles cuisse fessiers Courage tu es dans le pire moment Moi 33 ans lui 34 ans ensemble depuis 14 ans Mariés depuis le 30 07 2011 Anne est née le 1er octobre 2007 à 36 SA 4 J 2 570 kg et 46 5 cm Laura est née le 13 mars 2009 2 980 kg et 47 cm Chevilles en cours de reconstruction ;10000424 10049491;;oui
 Bon montée à 700 mg de tetrazepam Déçu de leur effet Dommage Je vais aller prendre l air mais avant un petit crème de cassis derrière le grossier;;;oui
 Plus un seule crise Le medicament comble ce fameux deficit neuro biologique Il a un effet anxyolitique mais n'en est pas un Peut etre que ça te calmera On met tellement d'energie dans notre boulimie que le jour ou y a plus les crises on se retrouve avec cette energie disponible pour resoudre nos problemes Par exemple le baclo ne resoudra pas tes souci de famille ou de boulot ou d'histoire personnelle mais quand il n'y a plus la dependance on reagit differemnt on peut pleurer on peut comme moi peindre sortir on reagit face aux souci gros ou petits comme une personne normale J'ai ma soeur qui est comme ça et dieu sait qu'elle a pas eté epargnée par la vie mais elle ne bouffe pas quand ça va mal Ni ne boit ni ne fume d'ailleurs elle n'a de dependance à rien je l'ai toujours enviée pour ça et maintenant je suis comme elle Pour les ES chaque personne est differente c'est le doc qui te dit commment augmenter le medic il faut le faire tres tres lentement pour ne pas avoir d'ES c'est quand on est préssé que les ES arrivent il faut laisser le corps s'habituer Les miens ont été differents de mon amie Moi rétention d'eau pendant 1 mois tete dans le coton et oreilles bouchées environ 3 à 4 mois enfin rien qui soit assez important pour etre comparé aux ES de la boulimie prise de poids depression diabete cholesterol et tous les ES sont réversibles Je ne peux pas tout ecrire ici mais vraiment prenez le temps de lire sur ce sujet Seul un medecin pourra te dire ça mais vraiment je t'encourage à prendre ce RDV moi je n'ai que ma propre experience ;10000424 10047839 10016736;;oui
PTH et autres qui veut discuter avec nous en toute convivialité  coucou fait frisquet ce matin on sent la neige tombée sur les Alpes et ailleurs comme en Belgique ça ne me dérange pas le froid sec c'est l'humidité que je déteste avec une bonne écharpe des gants et HOP c'est parti pour une belle ballade suivie d'une bonne choucroute de la mer j'adore et gratin de fruits rouges à 30 de réduc et oui c'est les soldes il y a très peu de monde les gens ont tout dépensé pour les fêtes c'est très agréable suis très contente d'être à NICE et de pouvoir faire tout à pieds cela ne m'est plus jamais arrivé depuis mes 21 ans alors vous voyez ça fait un bail finalement je prends plaisir à être à Nice il fait beaucoup moins froid que dans mon village du Centre Var ou il a fait 14° pendant 2 semaines l'année dernière quand j'étais en Andalousie et puis ça me change finalement on se lasse de tout même des beaux coins quand on y va tous les hivers ce que j'aime surtout je crois c'est le changement et ma fois NICE en 45 ans de vie dans le Midi je ne connaissais pratiquement pas j'ai trouvé sur Internet des patches de VERSATIS pour calmer les grosses douleurs je les ai fait marquer par ma rhumato avant de partir car c'est remboursé et hier soir j'en ai mis un ben les filles je vous les recommande en cas de sciatique lumbago torticolis tendinites etc je vous jure que c'est le top je l'ai tout de suite senti ce matin en m'asseyant au bord du lit presque plus mal alors que ça fait 15 jours que je fais des grimaces pas possible pour ne pas crier tellement je souffre beaucoup plus efficace que le Flector pour moi Moi le Myolastan j'en prends un le soir avant de me coucher quand j'ai bu du vin blanc excitant ou du Champ le soir car alors je suis sûre d'arriver à dormir çà me shoote complètement bah je dois le faire 2 3 fois par an c'est tout Nanette je vais faire ça pour le rôti car je le rate tout le temps aussi et j'adore ça mais tu dis 40 min pour quel poids 190° chaleur tournante ou tradi four préchauffé ou non Ici j'ai un très bon four et 3 bouchers dans ma rue Neto tu m'as posé des questions mais je sais plus lesquelles je vais relire du mimosa j'en ai pas encore vu mais en ville bah c'est pas l'endroit idéal mon voisin d'en face a encore des oeillets d'Inde en fleurs dans sa jardinière quand même j'aime pas ça mais lui sans doûte si bisous les filles je sors me trouver une paire de chaussures en soldes ;10011223 10000424 10044074 10024988;M03BX07 N01BB02 M02AA;oui
Byetta 5 et 10u bonjourles effets secondaires c'est la loterieil faut essayer pour voir son propre cas Le passage de BYETTA 5 à BYETTA 10 pareil faut tester pour voir ce que ça apporte tester c'est un mois avec des glycémies au avant et 2h apres le début de chaque repas ton diabête est équilibré tu ne fais que 2 glycémies jour Ton Hb est à combien prends tu des ADO en plus de la levemir pour te résumer mon cas mon diabeto m'a passé sous lantus en mars et sous byetta 5 puis 10 avec pour ojectif avoué l'arret de l'insuline à terme J'ai un surpoids obésité morbide de pres de 40kg mais je fais 1 80m y'a de la surface donc lol je suis donc sous amarel et metformine pour les ADOBYETTA 10 et lantusà l'obtention de l'équilibre de mon diabete j'étais arrivée à 50 U de lantus jour en commençant à 10 u et en augmentant de 2u tous les 2 jours et 5 kg le premier mois de mise sous insuline depuis j'ai baissé la lantus je suis actuellement à 26 U jour et 3 5kg je baisse de 2u semaine je fais entre 5 et 10 glycémies par jour j'ai pu grace aux compétences des gentils membres du forum acquerir des notions basiques de diététique qui me permettent d'avoir des PP inférieures à 1 5g au prix d'une hygiène alimentaire les écarts se payent au prix fort avec des PP 2g j'ai du rayé des aliments de mes repas ou déplacé leur prise en fin de repas uniquement bon courage et bon début avec BYETTA je suis une réincarnation de Kouign-amanHB février 2009 11 3 Hb avril 8 8 Hb juin 6 2 Hb juillet 5 9 Hb octobre 5 9 re-youpi hb février 2010 6 re-re youpi juillet 2010 6 4 bof septembre 2010 6 1 avril 2011 5 9 hourra;10027966;A10AE04 A10BB12 A10AE05 A10BJ01 A10BA02;oui
FIL SUR LES EFFETS SECONDAIRES Bonjour à tous Je me permet une petite intrusion parmi vous car je prend le Baclo pour TCA J'ai lu le fil des effets secondaires et Dieu que je m'y retrouve J'ai le nez bouché pas grave raideur nuque et cervicales gérable sueurs pris du poids cauchemars vertiges odeurs corporelles difficultés d'élocution somnolence la journée et insomnie la nuit mais ce qui m'est insupportable ce sont ces absences trous de mémoire manque de concentration qui me font faire d'énormes erreurs surtout à mon boulot Je suis secrétaire dans un hôpital et mes erreurs peuvent avoir des conséquences graves sur les patients Je commence à prendre 2ieme jour un tonifiant intellectuel qui je l'espère va m'aider à ce niveau là Mais j'avais une question suggestion Et si je prenais le Baclo la nuit plutôt que la journée Puisque la nuit je ne dors que trop peu et la journée suis fatiguée mais que je ne peux pas dormir de par mon boulot mon mari et mes 2 petites filles de 5 et 4 ans Après 2 mois 1 2 de ttt j'en suis à 150mg Je me dis qu'en prenant le Baclo la nuit je deviendrai insomniaque la journée et serai fatiguée la nuit et pourrai ainsi dormir Qu'en pensez-vous Quelqu'un a-t-il déjà essayer Merci de me renseigner et si solution il y a pour les absences pertes de mémoire et concentration je suis PRENEUSE Merci de votre lecture et désolée de mon intrusion mais vous êtes des références pour nous qui souffrons de TCA Bonne journée;10041349 10029414 10013582 10000268 10022437;;oui
nouvelle et tellement heureuse bonsoir karine bonsoir nicoco mon mois d'aout n'a été qu'une horrible suite de crise de guerre de haine d'un couple épuisé… aucune envie de communiquer ni de parler a qui que ce soi Seulement être obligée d'avouer mon alcoolisme à tous mes proches… pour parler du baclo donc et la ns sommes début aout mon médecin accepte de me le prescrire mais suit la posologie du vidal donc je me débrouille avec les recommandations de Beaurepaire et tout les exemples du forum et monte doucement à 50 je m'interdit de boire la garde de mes enfants est en jeu Je n'avais que 3 boites je reprend vite rdv mais impossible avant 6 jours alors je réduis tout doux jusqu'à mon rdv Là je tombe sur une remplaçante mon médecin et en vacances elle m'écoute et je repars avec une ordonnance me permettant de monter jusqu'à 100 Mg idem je monte de 10mg tous les 3 ou 5 jours selon les ES Petit a petit les envies d'alcools se font moins présente voir quasi inexistante certains jours La semaine dernière de nouveau rdv avec mon médecin et la je realise qu'il n'a rien compris il veut que je reste à 110 mg pendant un mois et qu'a 120 mg il arrêtera c'est le max autorisez le fameux rtu Et moi je sais qu'il faut que je monte d'abord parce que c'est fragile et car il faut régler également mon problème de boulimie J ai téléphonée au service d'addictogie de l'hôpital et la idem il ne monte pas a plus de 120mg et le comble ne connaisse pas le terme tca ah non madame on fait pas ça ici l'alcool la drogue les jeux vidéos mais pas la nourriture En suivant une formation accéléré avec mon fils je peux prétendre être accro aux jeux… Dois-je mentir et trouver un autre médecin avoir 2 prescriptions voila un rapide résumé je suis a 120 mg sans possibilité de monter des ES gérables grosse fatigue envie subite de dormir et insomnie la nuit;10006550 10001639 10016736 10016256 10022437;;oui
